,ID,Name,City,Neighborhood,Address,Stars,Price_Per_Night,Amenities,Rating,all_hotel_details
25,26,Luxury Jaipur Plaza,Jaipur,Vaishali Nagar,"41, Street, Vaishali Nagar, Jaipur",3.8,10782.99,"Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center",3,"26, Luxury Jaipur Plaza, Jaipur, Vaishali Nagar, 41, Street, Vaishali Nagar, Jaipur, 3.8, 10782.99, Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center, 3.0, Luxury Jaipur Plaza is a 3.8-star hotel located in Vaishali Nagar, Jaipur. The hotel offers Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center. It's priced at ₹10782.99 per night and has a guest rating of 3.0/5., 26, Luxury Jaipur Plaza, Jaipur, Vaishali Nagar, 41, Street, Vaishali Nagar, Jaipur, 3.8, 10782.99, Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center, 3.0, Luxury Jaipur Plaza is a 3.8-star hotel located in Vaishali Nagar, Jaipur. The hotel offers Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center. It's priced at ₹10782.99 per night and has a guest rating of 3.0/5., 26, Luxury Jaipur Plaza, Jaipur, Vaishali Nagar, 41, Street, Vaishali Nagar, Jaipur, 3.8, 10782.99, Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center, 3.0, Luxury Jaipur Plaza is a 3.8-star hotel located in Vaishali Nagar, Jaipur. The hotel offers Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center. It's priced at ₹10782.99 per night and has a guest rating of 3.0/5., 26, Luxury Jaipur Plaza, Jaipur, Vaishali Nagar, 41, Street, Vaishali Nagar, Jaipur, 3.8, 10782.99, Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center, 3.0, Luxury Jaipur Plaza is a 3.8-star hotel located in Vaishali Nagar, Jaipur. The hotel offers Conference Room, Concierge, Parking, Laundry Service, Bar, Business Center. It's priced at ₹10782.99 per night and has a guest rating of 3.0/5."
26,27,Comfort Bangalore Plaza,Bangalore,MG Road,"79, Avenue, MG Road, Bangalore",3.2,5829.45,"Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool",3.1,"27, Comfort Bangalore Plaza, Bangalore, MG Road, 79, Avenue, MG Road, Bangalore, 3.2, 5829.45, Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool, 3.1, Comfort Bangalore Plaza is a 3.2-star hotel located in MG Road, Bangalore. The hotel offers Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool. It's priced at ₹5829.45 per night and has a guest rating of 3.1/5., 27, Comfort Bangalore Plaza, Bangalore, MG Road, 79, Avenue, MG Road, Bangalore, 3.2, 5829.45, Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool, 3.1, Comfort Bangalore Plaza is a 3.2-star hotel located in MG Road, Bangalore. The hotel offers Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool. It's priced at ₹5829.45 per night and has a guest rating of 3.1/5., 27, Comfort Bangalore Plaza, Bangalore, MG Road, 79, Avenue, MG Road, Bangalore, 3.2, 5829.45, Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool, 3.1, Comfort Bangalore Plaza is a 3.2-star hotel located in MG Road, Bangalore. The hotel offers Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool. It's priced at ₹5829.45 per night and has a guest rating of 3.1/5., 27, Comfort Bangalore Plaza, Bangalore, MG Road, 79, Avenue, MG Road, Bangalore, 3.2, 5829.45, Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool, 3.1, Comfort Bangalore Plaza is a 3.2-star hotel located in MG Road, Bangalore. The hotel offers Room Service, Airport Shuttle, Bar, Fitness Center, Spa, Breakfast Included, Swimming Pool. It's priced at ₹5829.45 per night and has a guest rating of 3.1/5."
27,28,Hotel Delhi Residency,Delhi,Saket,"6, Main Road, Saket, Delhi",4.1,16368.2,"Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service",4.2,"28, Hotel Delhi Residency, Delhi, Saket, 6, Main Road, Saket, Delhi, 4.1, 16368.2, Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service, 4.2, Hotel Delhi Residency is a 4.1-star hotel located in Saket, Delhi. The hotel offers Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service. It's priced at ₹16368.2 per night and has a guest rating of 4.2/5., 28, Hotel Delhi Residency, Delhi, Saket, 6, Main Road, Saket, Delhi, 4.1, 16368.2, Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service, 4.2, Hotel Delhi Residency is a 4.1-star hotel located in Saket, Delhi. The hotel offers Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service. It's priced at ₹16368.2 per night and has a guest rating of 4.2/5., 28, Hotel Delhi Residency, Delhi, Saket, 6, Main Road, Saket, Delhi, 4.1, 16368.2, Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service, 4.2, Hotel Delhi Residency is a 4.1-star hotel located in Saket, Delhi. The hotel offers Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service. It's priced at ₹16368.2 per night and has a guest rating of 4.2/5., 28, Hotel Delhi Residency, Delhi, Saket, 6, Main Road, Saket, Delhi, 4.1, 16368.2, Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service, 4.2, Hotel Delhi Residency is a 4.1-star hotel located in Saket, Delhi. The hotel offers Free Wi-Fi, Fitness Center, Airport Shuttle, Room Service. It's priced at ₹16368.2 per night and has a guest rating of 4.2/5."
28,29,Elite Hyderabad Resort,Hyderabad,Hitech City,"23, Avenue, Hitech City, Hyderabad",4.8,11584.46,"Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa",3.1,"29, Elite Hyderabad Resort, Hyderabad, Hitech City, 23, Avenue, Hitech City, Hyderabad, 4.8, 11584.46, Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa, 3.1, Elite Hyderabad Resort is a 4.8-star hotel located in Hitech City, Hyderabad. The hotel offers Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa. It's priced at ₹11584.46 per night and has a guest rating of 3.1/5., 29, Elite Hyderabad Resort, Hyderabad, Hitech City, 23, Avenue, Hitech City, Hyderabad, 4.8, 11584.46, Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa, 3.1, Elite Hyderabad Resort is a 4.8-star hotel located in Hitech City, Hyderabad. The hotel offers Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa. It's priced at ₹11584.46 per night and has a guest rating of 3.1/5., 29, Elite Hyderabad Resort, Hyderabad, Hitech City, 23, Avenue, Hitech City, Hyderabad, 4.8, 11584.46, Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa, 3.1, Elite Hyderabad Resort is a 4.8-star hotel located in Hitech City, Hyderabad. The hotel offers Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa. It's priced at ₹11584.46 per night and has a guest rating of 3.1/5., 29, Elite Hyderabad Resort, Hyderabad, Hitech City, 23, Avenue, Hitech City, Hyderabad, 4.8, 11584.46, Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa, 3.1, Elite Hyderabad Resort is a 4.8-star hotel located in Hitech City, Hyderabad. The hotel offers Room Service, Airport Shuttle, Laundry Service, Conference Room, Restaurant, Breakfast Included, Spa. It's priced at ₹11584.46 per night and has a guest rating of 3.1/5."
29,30,Grand Chennai Hotel,Chennai,Nungambakkam,"18, Street, Nungambakkam, Chennai",4.2,7013.05,"Fitness Center, Laundry Service, Spa",4.6,"30, Grand Chennai Hotel, Chennai, Nungambakkam, 18, Street, Nungambakkam, Chennai, 4.2, 7013.05, Fitness Center, Laundry Service, Spa, 4.6, Grand Chennai Hotel is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Fitness Center, Laundry Service, Spa. It's priced at ₹7013.05 per night and has a guest rating of 4.6/5., 30, Grand Chennai Hotel, Chennai, Nungambakkam, 18, Street, Nungambakkam, Chennai, 4.2, 7013.05, Fitness Center, Laundry Service, Spa, 4.6, Grand Chennai Hotel is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Fitness Center, Laundry Service, Spa. It's priced at ₹7013.05 per night and has a guest rating of 4.6/5., 30, Grand Chennai Hotel, Chennai, Nungambakkam, 18, Street, Nungambakkam, Chennai, 4.2, 7013.05, Fitness Center, Laundry Service, Spa, 4.6, Grand Chennai Hotel is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Fitness Center, Laundry Service, Spa. It's priced at ₹7013.05 per night and has a guest rating of 4.6/5., 30, Grand Chennai Hotel, Chennai, Nungambakkam, 18, Street, Nungambakkam, Chennai, 4.2, 7013.05, Fitness Center, Laundry Service, Spa, 4.6, Grand Chennai Hotel is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Fitness Center, Laundry Service, Spa. It's priced at ₹7013.05 per night and has a guest rating of 4.6/5."
30,31,Grand Hyderabad Palace,Hyderabad,Hitech City,"38, Avenue, Hitech City, Hyderabad",4.9,9882.12,"Breakfast Included, Bar, Free Wi-Fi, Restaurant",4.7,"31, Grand Hyderabad Palace, Hyderabad, Hitech City, 38, Avenue, Hitech City, Hyderabad, 4.9, 9882.12, Breakfast Included, Bar, Free Wi-Fi, Restaurant, 4.7, Grand Hyderabad Palace is a 4.9-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Bar, Free Wi-Fi, Restaurant. It's priced at ₹9882.12 per night and has a guest rating of 4.7/5., 31, Grand Hyderabad Palace, Hyderabad, Hitech City, 38, Avenue, Hitech City, Hyderabad, 4.9, 9882.12, Breakfast Included, Bar, Free Wi-Fi, Restaurant, 4.7, Grand Hyderabad Palace is a 4.9-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Bar, Free Wi-Fi, Restaurant. It's priced at ₹9882.12 per night and has a guest rating of 4.7/5., 31, Grand Hyderabad Palace, Hyderabad, Hitech City, 38, Avenue, Hitech City, Hyderabad, 4.9, 9882.12, Breakfast Included, Bar, Free Wi-Fi, Restaurant, 4.7, Grand Hyderabad Palace is a 4.9-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Bar, Free Wi-Fi, Restaurant. It's priced at ₹9882.12 per night and has a guest rating of 4.7/5., 31, Grand Hyderabad Palace, Hyderabad, Hitech City, 38, Avenue, Hitech City, Hyderabad, 4.9, 9882.12, Breakfast Included, Bar, Free Wi-Fi, Restaurant, 4.7, Grand Hyderabad Palace is a 4.9-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Bar, Free Wi-Fi, Restaurant. It's priced at ₹9882.12 per night and has a guest rating of 4.7/5."
31,32,Luxury Pune Plaza,Pune,Baner,"64, Avenue, Baner, Pune",4.9,3236.25,"Breakfast Included, Business Center, Laundry Service, Spa",4.7,"32, Luxury Pune Plaza, Pune, Baner, 64, Avenue, Baner, Pune, 4.9, 3236.25, Breakfast Included, Business Center, Laundry Service, Spa, 4.7, Luxury Pune Plaza is a 4.9-star hotel located in Baner, Pune. The hotel offers Breakfast Included, Business Center, Laundry Service, Spa. It's priced at ₹3236.25 per night and has a guest rating of 4.7/5., 32, Luxury Pune Plaza, Pune, Baner, 64, Avenue, Baner, Pune, 4.9, 3236.25, Breakfast Included, Business Center, Laundry Service, Spa, 4.7, Luxury Pune Plaza is a 4.9-star hotel located in Baner, Pune. The hotel offers Breakfast Included, Business Center, Laundry Service, Spa. It's priced at ₹3236.25 per night and has a guest rating of 4.7/5., 32, Luxury Pune Plaza, Pune, Baner, 64, Avenue, Baner, Pune, 4.9, 3236.25, Breakfast Included, Business Center, Laundry Service, Spa, 4.7, Luxury Pune Plaza is a 4.9-star hotel located in Baner, Pune. The hotel offers Breakfast Included, Business Center, Laundry Service, Spa. It's priced at ₹3236.25 per night and has a guest rating of 4.7/5., 32, Luxury Pune Plaza, Pune, Baner, 64, Avenue, Baner, Pune, 4.9, 3236.25, Breakfast Included, Business Center, Laundry Service, Spa, 4.7, Luxury Pune Plaza is a 4.9-star hotel located in Baner, Pune. The hotel offers Breakfast Included, Business Center, Laundry Service, Spa. It's priced at ₹3236.25 per night and has a guest rating of 4.7/5."
32,33,Royal Chennai Resort,Chennai,Nungambakkam,"89, Avenue, Nungambakkam, Chennai",4.2,2517.29,"Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool",4.9,"33, Royal Chennai Resort, Chennai, Nungambakkam, 89, Avenue, Nungambakkam, Chennai, 4.2, 2517.29, Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool, 4.9, Royal Chennai Resort is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool. It's priced at ₹2517.29 per night and has a guest rating of 4.9/5., 33, Royal Chennai Resort, Chennai, Nungambakkam, 89, Avenue, Nungambakkam, Chennai, 4.2, 2517.29, Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool, 4.9, Royal Chennai Resort is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool. It's priced at ₹2517.29 per night and has a guest rating of 4.9/5., 33, Royal Chennai Resort, Chennai, Nungambakkam, 89, Avenue, Nungambakkam, Chennai, 4.2, 2517.29, Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool, 4.9, Royal Chennai Resort is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool. It's priced at ₹2517.29 per night and has a guest rating of 4.9/5., 33, Royal Chennai Resort, Chennai, Nungambakkam, 89, Avenue, Nungambakkam, Chennai, 4.2, 2517.29, Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool, 4.9, Royal Chennai Resort is a 4.2-star hotel located in Nungambakkam, Chennai. The hotel offers Conference Room, Spa, Bar, Laundry Service, Breakfast Included, Fitness Center, Swimming Pool. It's priced at ₹2517.29 per night and has a guest rating of 4.9/5."
33,34,Premium Bangalore Palace,Bangalore,Whitefield,"24, Main Road, Whitefield, Bangalore",3.3,14701.7,"Airport Shuttle, Laundry Service, Room Service",4.9,"34, Premium Bangalore Palace, Bangalore, Whitefield, 24, Main Road, Whitefield, Bangalore, 3.3, 14701.7, Airport Shuttle, Laundry Service, Room Service, 4.9, Premium Bangalore Palace is a 3.3-star hotel located in Whitefield, Bangalore. The hotel offers Airport Shuttle, Laundry Service, Room Service. It's priced at ₹14701.7 per night and has a guest rating of 4.9/5., 34, Premium Bangalore Palace, Bangalore, Whitefield, 24, Main Road, Whitefield, Bangalore, 3.3, 14701.7, Airport Shuttle, Laundry Service, Room Service, 4.9, Premium Bangalore Palace is a 3.3-star hotel located in Whitefield, Bangalore. The hotel offers Airport Shuttle, Laundry Service, Room Service. It's priced at ₹14701.7 per night and has a guest rating of 4.9/5., 34, Premium Bangalore Palace, Bangalore, Whitefield, 24, Main Road, Whitefield, Bangalore, 3.3, 14701.7, Airport Shuttle, Laundry Service, Room Service, 4.9, Premium Bangalore Palace is a 3.3-star hotel located in Whitefield, Bangalore. The hotel offers Airport Shuttle, Laundry Service, Room Service. It's priced at ₹14701.7 per night and has a guest rating of 4.9/5., 34, Premium Bangalore Palace, Bangalore, Whitefield, 24, Main Road, Whitefield, Bangalore, 3.3, 14701.7, Airport Shuttle, Laundry Service, Room Service, 4.9, Premium Bangalore Palace is a 3.3-star hotel located in Whitefield, Bangalore. The hotel offers Airport Shuttle, Laundry Service, Room Service. It's priced at ₹14701.7 per night and has a guest rating of 4.9/5."
34,35,Royal Chennai Residency,Chennai,Mylapore,"10, Boulevard, Mylapore, Chennai",4.7,18394.36,"Restaurant, Free Wi-Fi, Breakfast Included, Spa",4.7,"35, Royal Chennai Residency, Chennai, Mylapore, 10, Boulevard, Mylapore, Chennai, 4.7, 18394.36, Restaurant, Free Wi-Fi, Breakfast Included, Spa, 4.7, Royal Chennai Residency is a 4.7-star hotel located in Mylapore, Chennai. The hotel offers Restaurant, Free Wi-Fi, Breakfast Included, Spa. It's priced at ₹18394.36 per night and has a guest rating of 4.7/5., 35, Royal Chennai Residency, Chennai, Mylapore, 10, Boulevard, Mylapore, Chennai, 4.7, 18394.36, Restaurant, Free Wi-Fi, Breakfast Included, Spa, 4.7, Royal Chennai Residency is a 4.7-star hotel located in Mylapore, Chennai. The hotel offers Restaurant, Free Wi-Fi, Breakfast Included, Spa. It's priced at ₹18394.36 per night and has a guest rating of 4.7/5., 35, Royal Chennai Residency, Chennai, Mylapore, 10, Boulevard, Mylapore, Chennai, 4.7, 18394.36, Restaurant, Free Wi-Fi, Breakfast Included, Spa, 4.7, Royal Chennai Residency is a 4.7-star hotel located in Mylapore, Chennai. The hotel offers Restaurant, Free Wi-Fi, Breakfast Included, Spa. It's priced at ₹18394.36 per night and has a guest rating of 4.7/5., 35, Royal Chennai Residency, Chennai, Mylapore, 10, Boulevard, Mylapore, Chennai, 4.7, 18394.36, Restaurant, Free Wi-Fi, Breakfast Included, Spa, 4.7, Royal Chennai Residency is a 4.7-star hotel located in Mylapore, Chennai. The hotel offers Restaurant, Free Wi-Fi, Breakfast Included, Spa. It's priced at ₹18394.36 per night and has a guest rating of 4.7/5."
35,36,The Ahmedabad Residency,Ahmedabad,Satellite,"38, Avenue, Satellite, Ahmedabad",3.2,9278.69,"Room Service, Conference Room, Swimming Pool, Bar, Restaurant",3.2,"36, The Ahmedabad Residency, Ahmedabad, Satellite, 38, Avenue, Satellite, Ahmedabad, 3.2, 9278.69, Room Service, Conference Room, Swimming Pool, Bar, Restaurant, 3.2, The Ahmedabad Residency is a 3.2-star hotel located in Satellite, Ahmedabad. The hotel offers Room Service, Conference Room, Swimming Pool, Bar, Restaurant. It's priced at ₹9278.69 per night and has a guest rating of 3.2/5., 36, The Ahmedabad Residency, Ahmedabad, Satellite, 38, Avenue, Satellite, Ahmedabad, 3.2, 9278.69, Room Service, Conference Room, Swimming Pool, Bar, Restaurant, 3.2, The Ahmedabad Residency is a 3.2-star hotel located in Satellite, Ahmedabad. The hotel offers Room Service, Conference Room, Swimming Pool, Bar, Restaurant. It's priced at ₹9278.69 per night and has a guest rating of 3.2/5., 36, The Ahmedabad Residency, Ahmedabad, Satellite, 38, Avenue, Satellite, Ahmedabad, 3.2, 9278.69, Room Service, Conference Room, Swimming Pool, Bar, Restaurant, 3.2, The Ahmedabad Residency is a 3.2-star hotel located in Satellite, Ahmedabad. The hotel offers Room Service, Conference Room, Swimming Pool, Bar, Restaurant. It's priced at ₹9278.69 per night and has a guest rating of 3.2/5., 36, The Ahmedabad Residency, Ahmedabad, Satellite, 38, Avenue, Satellite, Ahmedabad, 3.2, 9278.69, Room Service, Conference Room, Swimming Pool, Bar, Restaurant, 3.2, The Ahmedabad Residency is a 3.2-star hotel located in Satellite, Ahmedabad. The hotel offers Room Service, Conference Room, Swimming Pool, Bar, Restaurant. It's priced at ₹9278.69 per night and has a guest rating of 3.2/5."
36,37,Hotel Mumbai Retreat,Mumbai,Bandra,"95, Avenue, Bandra, Mumbai",3.7,3051.51,"Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service",4.3,"37, Hotel Mumbai Retreat, Mumbai, Bandra, 95, Avenue, Bandra, Mumbai, 3.7, 3051.51, Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service, 4.3, Hotel Mumbai Retreat is a 3.7-star hotel located in Bandra, Mumbai. The hotel offers Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service. It's priced at ₹3051.51 per night and has a guest rating of 4.3/5., 37, Hotel Mumbai Retreat, Mumbai, Bandra, 95, Avenue, Bandra, Mumbai, 3.7, 3051.51, Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service, 4.3, Hotel Mumbai Retreat is a 3.7-star hotel located in Bandra, Mumbai. The hotel offers Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service. It's priced at ₹3051.51 per night and has a guest rating of 4.3/5., 37, Hotel Mumbai Retreat, Mumbai, Bandra, 95, Avenue, Bandra, Mumbai, 3.7, 3051.51, Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service, 4.3, Hotel Mumbai Retreat is a 3.7-star hotel located in Bandra, Mumbai. The hotel offers Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service. It's priced at ₹3051.51 per night and has a guest rating of 4.3/5., 37, Hotel Mumbai Retreat, Mumbai, Bandra, 95, Avenue, Bandra, Mumbai, 3.7, 3051.51, Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service, 4.3, Hotel Mumbai Retreat is a 3.7-star hotel located in Bandra, Mumbai. The hotel offers Airport Shuttle, Parking, Restaurant, Spa, Bar, Swimming Pool, Room Service. It's priced at ₹3051.51 per night and has a guest rating of 4.3/5."
37,38,Premium Mumbai Inn,Mumbai,Bandra,"10, Avenue, Bandra, Mumbai",3.2,8522.93,"Fitness Center, Concierge, Swimming Pool, Breakfast Included",4.5,"38, Premium Mumbai Inn, Mumbai, Bandra, 10, Avenue, Bandra, Mumbai, 3.2, 8522.93, Fitness Center, Concierge, Swimming Pool, Breakfast Included, 4.5, Premium Mumbai Inn is a 3.2-star hotel located in Bandra, Mumbai. The hotel offers Fitness Center, Concierge, Swimming Pool, Breakfast Included. It's priced at ₹8522.93 per night and has a guest rating of 4.5/5., 38, Premium Mumbai Inn, Mumbai, Bandra, 10, Avenue, Bandra, Mumbai, 3.2, 8522.93, Fitness Center, Concierge, Swimming Pool, Breakfast Included, 4.5, Premium Mumbai Inn is a 3.2-star hotel located in Bandra, Mumbai. The hotel offers Fitness Center, Concierge, Swimming Pool, Breakfast Included. It's priced at ₹8522.93 per night and has a guest rating of 4.5/5., 38, Premium Mumbai Inn, Mumbai, Bandra, 10, Avenue, Bandra, Mumbai, 3.2, 8522.93, Fitness Center, Concierge, Swimming Pool, Breakfast Included, 4.5, Premium Mumbai Inn is a 3.2-star hotel located in Bandra, Mumbai. The hotel offers Fitness Center, Concierge, Swimming Pool, Breakfast Included. It's priced at ₹8522.93 per night and has a guest rating of 4.5/5., 38, Premium Mumbai Inn, Mumbai, Bandra, 10, Avenue, Bandra, Mumbai, 3.2, 8522.93, Fitness Center, Concierge, Swimming Pool, Breakfast Included, 4.5, Premium Mumbai Inn is a 3.2-star hotel located in Bandra, Mumbai. The hotel offers Fitness Center, Concierge, Swimming Pool, Breakfast Included. It's priced at ₹8522.93 per night and has a guest rating of 4.5/5."
38,39,Grand Delhi Suites,Delhi,Connaught Place,"10, Street, Connaught Place, Delhi",4.7,18406.45,"Parking, Free Wi-Fi, Fitness Center",4.3,"39, Grand Delhi Suites, Delhi, Connaught Place, 10, Street, Connaught Place, Delhi, 4.7, 18406.45, Parking, Free Wi-Fi, Fitness Center, 4.3, Grand Delhi Suites is a 4.7-star hotel located in Connaught Place, Delhi. The hotel offers Parking, Free Wi-Fi, Fitness Center. It's priced at ₹18406.45 per night and has a guest rating of 4.3/5., 39, Grand Delhi Suites, Delhi, Connaught Place, 10, Street, Connaught Place, Delhi, 4.7, 18406.45, Parking, Free Wi-Fi, Fitness Center, 4.3, Grand Delhi Suites is a 4.7-star hotel located in Connaught Place, Delhi. The hotel offers Parking, Free Wi-Fi, Fitness Center. It's priced at ₹18406.45 per night and has a guest rating of 4.3/5., 39, Grand Delhi Suites, Delhi, Connaught Place, 10, Street, Connaught Place, Delhi, 4.7, 18406.45, Parking, Free Wi-Fi, Fitness Center, 4.3, Grand Delhi Suites is a 4.7-star hotel located in Connaught Place, Delhi. The hotel offers Parking, Free Wi-Fi, Fitness Center. It's priced at ₹18406.45 per night and has a guest rating of 4.3/5., 39, Grand Delhi Suites, Delhi, Connaught Place, 10, Street, Connaught Place, Delhi, 4.7, 18406.45, Parking, Free Wi-Fi, Fitness Center, 4.3, Grand Delhi Suites is a 4.7-star hotel located in Connaught Place, Delhi. The hotel offers Parking, Free Wi-Fi, Fitness Center. It's priced at ₹18406.45 per night and has a guest rating of 4.3/5."
39,40,Comfort Hyderabad Retreat,Hyderabad,Jubilee Hills,"44, Street, Jubilee Hills, Hyderabad",3.8,19169.66,"Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center",3.1,"40, Comfort Hyderabad Retreat, Hyderabad, Jubilee Hills, 44, Street, Jubilee Hills, Hyderabad, 3.8, 19169.66, Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center, 3.1, Comfort Hyderabad Retreat is a 3.8-star hotel located in Jubilee Hills, Hyderabad. The hotel offers Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center. It's priced at ₹19169.66 per night and has a guest rating of 3.1/5., 40, Comfort Hyderabad Retreat, Hyderabad, Jubilee Hills, 44, Street, Jubilee Hills, Hyderabad, 3.8, 19169.66, Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center, 3.1, Comfort Hyderabad Retreat is a 3.8-star hotel located in Jubilee Hills, Hyderabad. The hotel offers Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center. It's priced at ₹19169.66 per night and has a guest rating of 3.1/5., 40, Comfort Hyderabad Retreat, Hyderabad, Jubilee Hills, 44, Street, Jubilee Hills, Hyderabad, 3.8, 19169.66, Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center, 3.1, Comfort Hyderabad Retreat is a 3.8-star hotel located in Jubilee Hills, Hyderabad. The hotel offers Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center. It's priced at ₹19169.66 per night and has a guest rating of 3.1/5., 40, Comfort Hyderabad Retreat, Hyderabad, Jubilee Hills, 44, Street, Jubilee Hills, Hyderabad, 3.8, 19169.66, Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center, 3.1, Comfort Hyderabad Retreat is a 3.8-star hotel located in Jubilee Hills, Hyderabad. The hotel offers Concierge, Airport Shuttle, Conference Room, Bar, Restaurant, Business Center. It's priced at ₹19169.66 per night and has a guest rating of 3.1/5."
